Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	6139	6151	100	2000	0.72	S11_20180218_060002.wav_6139	GreyGibbon
2	Spectrogram 1	1	6391	6403	100	2000	0.67	S11_20180218_060002.wav_6391	GreyGibbon
3	Spectrogram 1	1	6523	6535	100	2000	0.99	S11_20180218_060002.wav_6523	GreyGibbon
4	Spectrogram 1	1	6547	6559	100	2000	0.67	S11_20180218_060002.wav_6547	GreyGibbon
5	Spectrogram 1	1	6577	6589	100	2000	0.62	S11_20180218_060002.wav_6577	GreyGibbon
6	Spectrogram 1	1	6601	6613	100	2000	0.96	S11_20180218_060002.wav_6601	GreyGibbon
7	Spectrogram 1	1	6655	6667	100	2000	0.98	S11_20180218_060002.wav_6655	GreyGibbon
8	Spectrogram 1	1	6685	6697	100	2000	0.54	S11_20180218_060002.wav_6685	GreyGibbon
9	Spectrogram 1	1	6739	6751	100	2000	0.98	S11_20180218_060002.wav_6739	GreyGibbon
10	Spectrogram 1	1	6829	6841	100	2000	0.91	S11_20180218_060002.wav_6829	GreyGibbon
11	Spectrogram 1	1	6913	6925	100	2000	0.67	S11_20180218_060002.wav_6913	GreyGibbon
12	Spectrogram 1	1	6937	6949	100	2000	0.92	S11_20180218_060002.wav_6937	GreyGibbon
13	Spectrogram 1	1	7021	7033	100	2000	0.96	S11_20180218_060002.wav_7021	GreyGibbon
14	Spectrogram 1	1	7117	7129	100	2000	0.85	S11_20180218_060002.wav_7117	GreyGibbon
