Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5041	5053	100	2000	0.98	S16_20180403_060002.wav_5041	GreyGibbon
2	Spectrogram 1	1	5089	5101	100	2000	0.86	S16_20180403_060002.wav_5089	GreyGibbon
1	Spectrogram 1	1	5485	5497	100	2000	1	S16_20180403_060002.wav_5485	GreyGibbon
2	Spectrogram 1	1	5683	5695	100	2000	0.99	S16_20180403_060002.wav_5683	GreyGibbon
3	Spectrogram 1	1	5761	5773	100	2000	1	S16_20180403_060002.wav_5761	GreyGibbon
4	Spectrogram 1	1	6001	6013	100	2000	0.85	S16_20180403_060002.wav_6001	GreyGibbon
1	Spectrogram 1	1	6001	6013	100	2000	0.85	S16_20180403_060002.wav_6001	GreyGibbon
2	Spectrogram 1	1	6343	6355	100	2000	0.96	S16_20180403_060002.wav_6343	GreyGibbon
3	Spectrogram 1	1	6403	6415	100	2000	1	S16_20180403_060002.wav_6403	GreyGibbon
4	Spectrogram 1	1	6487	6499	100	2000	1	S16_20180403_060002.wav_6487	GreyGibbon
5	Spectrogram 1	1	6589	6601	100	2000	0.98	S16_20180403_060002.wav_6589	GreyGibbon
6	Spectrogram 1	1	6775	6787	100	2000	0.88	S16_20180403_060002.wav_6775	GreyGibbon
7	Spectrogram 1	1	6943	6955	100	2000	0.86	S16_20180403_060002.wav_6943	GreyGibbon
