Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1201	1213	100	2000	0.72	S15_20180327_060002.wav_1201	GreyGibbon
1	Spectrogram 1	1	1201	1213	100	2000	0.72	S15_20180327_060002.wav_1201	GreyGibbon
2	Spectrogram 1	1	1723	1735	100	2000	0.66	S15_20180327_060002.wav_1723	GreyGibbon
3	Spectrogram 1	1	1735	1747	100	2000	0.96	S15_20180327_060002.wav_1735	GreyGibbon
4	Spectrogram 1	1	1759	1771	100	2000	0.9	S15_20180327_060002.wav_1759	GreyGibbon
1	Spectrogram 1	1	1831	1843	100	2000	0.52	S15_20180327_060002.wav_1831	GreyGibbon
1	Spectrogram 1	1	3925	3937	100	2000	0.77	S15_20180327_060002.wav_3925	GreyGibbon
1	Spectrogram 1	1	4555	4567	100	2000	0.95	S15_20180327_060002.wav_4555	GreyGibbon
2	Spectrogram 1	1	4585	4597	100	2000	0.5	S15_20180327_060002.wav_4585	GreyGibbon
3	Spectrogram 1	1	4639	4651	100	2000	0.63	S15_20180327_060002.wav_4639	GreyGibbon
4	Spectrogram 1	1	4651	4663	100	2000	0.74	S15_20180327_060002.wav_4651	GreyGibbon
5	Spectrogram 1	1	4687	4699	100	2000	0.6	S15_20180327_060002.wav_4687	GreyGibbon
1	Spectrogram 1	1	5401	5413	100	2000	0.99	S15_20180327_060002.wav_5401	GreyGibbon
1	Spectrogram 1	1	5401	5413	100	2000	0.99	S15_20180327_060002.wav_5401	GreyGibbon
2	Spectrogram 1	1	5785	5797	100	2000	0.67	S15_20180327_060002.wav_5785	GreyGibbon
3	Spectrogram 1	1	5863	5875	100	2000	0.66	S15_20180327_060002.wav_5863	GreyGibbon
4	Spectrogram 1	1	5893	5905	100	2000	0.61	S15_20180327_060002.wav_5893	GreyGibbon
5	Spectrogram 1	1	5959	5971	100	2000	1	S15_20180327_060002.wav_5959	GreyGibbon
1	Spectrogram 1	1	7009	7021	100	2000	0.84	S15_20180327_060002.wav_7009	GreyGibbon
