Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	6151	6163	100	2000	0.6	S17_20180407_060002.wav_6151	GreyGibbon
2	Spectrogram 1	1	6271	6283	100	2000	0.99	S17_20180407_060002.wav_6271	GreyGibbon
3	Spectrogram 1	1	6307	6319	100	2000	1	S17_20180407_060002.wav_6307	GreyGibbon
4	Spectrogram 1	1	6349	6361	100	2000	1	S17_20180407_060002.wav_6349	GreyGibbon
5	Spectrogram 1	1	6415	6427	100	2000	1	S17_20180407_060002.wav_6415	GreyGibbon
6	Spectrogram 1	1	6487	6499	100	2000	1	S17_20180407_060002.wav_6487	GreyGibbon
7	Spectrogram 1	1	6505	6517	100	2000	0.61	S17_20180407_060002.wav_6505	GreyGibbon
8	Spectrogram 1	1	6553	6565	100	2000	1	S17_20180407_060002.wav_6553	GreyGibbon
9	Spectrogram 1	1	6613	6625	100	2000	1	S17_20180407_060002.wav_6613	GreyGibbon
10	Spectrogram 1	1	6679	6691	100	2000	0.83	S17_20180407_060002.wav_6679	GreyGibbon
11	Spectrogram 1	1	6745	6757	100	2000	1	S17_20180407_060002.wav_6745	GreyGibbon
12	Spectrogram 1	1	6817	6829	100	2000	1	S17_20180407_060002.wav_6817	GreyGibbon
13	Spectrogram 1	1	6901	6913	100	2000	1	S17_20180407_060002.wav_6901	GreyGibbon
14	Spectrogram 1	1	6967	6979	100	2000	1	S17_20180407_060002.wav_6967	GreyGibbon
15	Spectrogram 1	1	7099	7111	100	2000	0.96	S17_20180407_060002.wav_7099	GreyGibbon
