Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5941	5953	100	2000	0.98	S12_20180310_060002.wav_5941	GreyGibbon
1	Spectrogram 1	1	6133	6145	100	2000	1	S12_20180310_060002.wav_6133	GreyGibbon
2	Spectrogram 1	1	6163	6175	100	2000	0.99	S12_20180310_060002.wav_6163	GreyGibbon
3	Spectrogram 1	1	6199	6211	100	2000	0.95	S12_20180310_060002.wav_6199	GreyGibbon
4	Spectrogram 1	1	6235	6247	100	2000	0.99	S12_20180310_060002.wav_6235	GreyGibbon
5	Spectrogram 1	1	6271	6283	100	2000	0.91	S12_20180310_060002.wav_6271	GreyGibbon
6	Spectrogram 1	1	6739	6751	100	2000	0.98	S12_20180310_060002.wav_6739	GreyGibbon
7	Spectrogram 1	1	6793	6805	100	2000	0.99	S12_20180310_060002.wav_6793	GreyGibbon
8	Spectrogram 1	1	6841	6853	100	2000	0.88	S12_20180310_060002.wav_6841	GreyGibbon
9	Spectrogram 1	1	6895	6907	100	2000	0.97	S12_20180310_060002.wav_6895	GreyGibbon
10	Spectrogram 1	1	6955	6967	100	2000	0.87	S12_20180310_060002.wav_6955	GreyGibbon
11	Spectrogram 1	1	7039	7051	100	2000	1	S12_20180310_060002.wav_7039	GreyGibbon
12	Spectrogram 1	1	7099	7111	100	2000	0.98	S12_20180310_060002.wav_7099	GreyGibbon
13	Spectrogram 1	1	7183	7195	100	2000	1	S12_20180310_060002.wav_7183	GreyGibbon
