Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3763	3775	100	2000	0.69	S15_20180227_060002.wav_3763	GreyGibbon
1	Spectrogram 1	1	5191	5203	100	2000	0.57	S15_20180227_060002.wav_5191	GreyGibbon
1	Spectrogram 1	1	6079	6091	100	2000	0.97	S15_20180227_060002.wav_6079	GreyGibbon
2	Spectrogram 1	1	6163	6175	100	2000	1	S15_20180227_060002.wav_6163	GreyGibbon
3	Spectrogram 1	1	6265	6277	100	2000	0.97	S15_20180227_060002.wav_6265	GreyGibbon
4	Spectrogram 1	1	6361	6373	100	2000	1	S15_20180227_060002.wav_6361	GreyGibbon
5	Spectrogram 1	1	6445	6457	100	2000	1	S15_20180227_060002.wav_6445	GreyGibbon
6	Spectrogram 1	1	6565	6577	100	2000	1	S15_20180227_060002.wav_6565	GreyGibbon
7	Spectrogram 1	1	6643	6655	100	2000	1	S15_20180227_060002.wav_6643	GreyGibbon
8	Spectrogram 1	1	6745	6757	100	2000	0.83	S15_20180227_060002.wav_6745	GreyGibbon
9	Spectrogram 1	1	6847	6859	100	2000	0.97	S15_20180227_060002.wav_6847	GreyGibbon
