Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	577	589	100	2000	0.86	S15_20180306_060002.wav_577	GreyGibbon
1	Spectrogram 1	1	2725	2737	100	2000	0.96	S15_20180306_060002.wav_2725	GreyGibbon
2	Spectrogram 1	1	2773	2785	100	2000	0.89	S15_20180306_060002.wav_2773	GreyGibbon
1	Spectrogram 1	1	3079	3091	100	2000	1	S15_20180306_060002.wav_3079	GreyGibbon
2	Spectrogram 1	1	3097	3109	100	2000	0.96	S15_20180306_060002.wav_3097	GreyGibbon
3	Spectrogram 1	1	3115	3127	100	2000	0.76	S15_20180306_060002.wav_3115	GreyGibbon
4	Spectrogram 1	1	3241	3253	100	2000	0.52	S15_20180306_060002.wav_3241	GreyGibbon
5	Spectrogram 1	1	3337	3349	100	2000	1	S15_20180306_060002.wav_3337	GreyGibbon
6	Spectrogram 1	1	3457	3469	100	2000	0.99	S15_20180306_060002.wav_3457	GreyGibbon
1	Spectrogram 1	1	3703	3715	100	2000	0.87	S15_20180306_060002.wav_3703	GreyGibbon
1	Spectrogram 1	1	5593	5605	100	2000	0.64	S15_20180306_060002.wav_5593	GreyGibbon
2	Spectrogram 1	1	5875	5887	100	2000	0.67	S15_20180306_060002.wav_5875	GreyGibbon
1	Spectrogram 1	1	6367	6379	100	2000	0.59	S15_20180306_060002.wav_6367	GreyGibbon
2	Spectrogram 1	1	6463	6475	100	2000	0.92	S15_20180306_060002.wav_6463	GreyGibbon
