Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3883	3895	100	2000	0.52	S14_20180312_060002.wav_3883	GreyGibbon
1	Spectrogram 1	1	5047	5059	100	2000	0.94	S14_20180312_060002.wav_5047	GreyGibbon
2	Spectrogram 1	1	5371	5383	100	2000	0.68	S14_20180312_060002.wav_5371	GreyGibbon
1	Spectrogram 1	1	5581	5593	100	2000	0.99	S14_20180312_060002.wav_5581	GreyGibbon
2	Spectrogram 1	1	5695	5707	100	2000	0.99	S14_20180312_060002.wav_5695	GreyGibbon
3	Spectrogram 1	1	5743	5755	100	2000	1	S14_20180312_060002.wav_5743	GreyGibbon
4	Spectrogram 1	1	5791	5803	100	2000	1	S14_20180312_060002.wav_5791	GreyGibbon
5	Spectrogram 1	1	5845	5857	100	2000	1	S14_20180312_060002.wav_5845	GreyGibbon
6	Spectrogram 1	1	5887	5899	100	2000	1	S14_20180312_060002.wav_5887	GreyGibbon
7	Spectrogram 1	1	5959	5971	100	2000	0.98	S14_20180312_060002.wav_5959	GreyGibbon
1	Spectrogram 1	1	6007	6019	100	2000	0.99	S14_20180312_060002.wav_6007	GreyGibbon
2	Spectrogram 1	1	6073	6085	100	2000	0.99	S14_20180312_060002.wav_6073	GreyGibbon
3	Spectrogram 1	1	6163	6175	100	2000	1	S14_20180312_060002.wav_6163	GreyGibbon
