Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2119	2131	100	2000	0.67	S11_20180414_060002.wav_2119	GreyGibbon
2	Spectrogram 1	1	2203	2215	100	2000	0.91	S11_20180414_060002.wav_2203	GreyGibbon
3	Spectrogram 1	1	2287	2299	100	2000	0.88	S11_20180414_060002.wav_2287	GreyGibbon
1	Spectrogram 1	1	2413	2425	100	2000	0.96	S11_20180414_060002.wav_2413	GreyGibbon
2	Spectrogram 1	1	2569	2581	100	2000	0.97	S11_20180414_060002.wav_2569	GreyGibbon
3	Spectrogram 1	1	2623	2635	100	2000	0.9	S11_20180414_060002.wav_2623	GreyGibbon
4	Spectrogram 1	1	2683	2695	100	2000	0.73	S11_20180414_060002.wav_2683	GreyGibbon
5	Spectrogram 1	1	2761	2773	100	2000	0.93	S11_20180414_060002.wav_2761	GreyGibbon
6	Spectrogram 1	1	2815	2827	100	2000	0.86	S11_20180414_060002.wav_2815	GreyGibbon
7	Spectrogram 1	1	2887	2899	100	2000	0.95	S11_20180414_060002.wav_2887	GreyGibbon
8	Spectrogram 1	1	2953	2965	100	2000	1	S11_20180414_060002.wav_2953	GreyGibbon
1	Spectrogram 1	1	3025	3037	100	2000	0.95	S11_20180414_060002.wav_3025	GreyGibbon
2	Spectrogram 1	1	3121	3133	100	2000	1	S11_20180414_060002.wav_3121	GreyGibbon
3	Spectrogram 1	1	3205	3217	100	2000	0.88	S11_20180414_060002.wav_3205	GreyGibbon
4	Spectrogram 1	1	3295	3307	100	2000	1	S11_20180414_060002.wav_3295	GreyGibbon
