Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	2077	2089	100	2000	0.52	S19_20180512_060002.wav_2077	GreyGibbon
1	Spectrogram 1	1	5119	5131	100	2000	0.99	S19_20180512_060002.wav_5119	GreyGibbon
1	Spectrogram 1	1	6067	6079	100	2000	0.95	S19_20180512_060002.wav_6067	GreyGibbon
2	Spectrogram 1	1	6097	6109	100	2000	1	S19_20180512_060002.wav_6097	GreyGibbon
3	Spectrogram 1	1	6151	6163	100	2000	1	S19_20180512_060002.wav_6151	GreyGibbon
4	Spectrogram 1	1	6199	6211	100	2000	1	S19_20180512_060002.wav_6199	GreyGibbon
5	Spectrogram 1	1	6259	6271	100	2000	1	S19_20180512_060002.wav_6259	GreyGibbon
6	Spectrogram 1	1	6337	6349	100	2000	0.92	S19_20180512_060002.wav_6337	GreyGibbon
7	Spectrogram 1	1	6391	6403	100	2000	0.92	S19_20180512_060002.wav_6391	GreyGibbon
8	Spectrogram 1	1	6451	6463	100	2000	1	S19_20180512_060002.wav_6451	GreyGibbon
