Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3097	3109	100	2000	0.77	S15_20180322_060002.wav_3097	GreyGibbon
1	Spectrogram 1	1	6151	6163	100	2000	0.57	S15_20180322_060002.wav_6151	GreyGibbon
2	Spectrogram 1	1	6241	6253	100	2000	0.98	S15_20180322_060002.wav_6241	GreyGibbon
3	Spectrogram 1	1	6253	6265	100	2000	0.99	S15_20180322_060002.wav_6253	GreyGibbon
4	Spectrogram 1	1	6295	6307	100	2000	0.81	S15_20180322_060002.wav_6295	GreyGibbon
5	Spectrogram 1	1	6379	6391	100	2000	0.68	S15_20180322_060002.wav_6379	GreyGibbon
6	Spectrogram 1	1	6403	6415	100	2000	0.88	S15_20180322_060002.wav_6403	GreyGibbon
7	Spectrogram 1	1	6451	6463	100	2000	0.97	S15_20180322_060002.wav_6451	GreyGibbon
8	Spectrogram 1	1	6559	6571	100	2000	0.65	S15_20180322_060002.wav_6559	GreyGibbon
9	Spectrogram 1	1	6571	6583	100	2000	1	S15_20180322_060002.wav_6571	GreyGibbon
10	Spectrogram 1	1	6631	6643	100	2000	0.98	S15_20180322_060002.wav_6631	GreyGibbon
11	Spectrogram 1	1	6679	6691	100	2000	0.98	S15_20180322_060002.wav_6679	GreyGibbon
12	Spectrogram 1	1	6691	6703	100	2000	1	S15_20180322_060002.wav_6691	GreyGibbon
13	Spectrogram 1	1	6757	6769	100	2000	0.74	S15_20180322_060002.wav_6757	GreyGibbon
14	Spectrogram 1	1	6817	6829	100	2000	0.99	S15_20180322_060002.wav_6817	GreyGibbon
15	Spectrogram 1	1	7129	7141	100	2000	0.51	S15_20180322_060002.wav_7129	GreyGibbon
