Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5197	5209	100	2000	0.51	S17_20180310_060002.wav_5197	GreyGibbon
1	Spectrogram 1	1	6169	6181	100	2000	0.99	S17_20180310_060002.wav_6169	GreyGibbon
2	Spectrogram 1	1	6211	6223	100	2000	1	S17_20180310_060002.wav_6211	GreyGibbon
3	Spectrogram 1	1	6259	6271	100	2000	1	S17_20180310_060002.wav_6259	GreyGibbon
4	Spectrogram 1	1	6319	6331	100	2000	0.84	S17_20180310_060002.wav_6319	GreyGibbon
5	Spectrogram 1	1	6379	6391	100	2000	1	S17_20180310_060002.wav_6379	GreyGibbon
6	Spectrogram 1	1	6445	6457	100	2000	1	S17_20180310_060002.wav_6445	GreyGibbon
7	Spectrogram 1	1	6517	6529	100	2000	1	S17_20180310_060002.wav_6517	GreyGibbon
8	Spectrogram 1	1	6595	6607	100	2000	1	S17_20180310_060002.wav_6595	GreyGibbon
9	Spectrogram 1	1	6709	6721	100	2000	1	S17_20180310_060002.wav_6709	GreyGibbon
10	Spectrogram 1	1	6781	6793	100	2000	1	S17_20180310_060002.wav_6781	GreyGibbon
11	Spectrogram 1	1	6853	6865	100	2000	1	S17_20180310_060002.wav_6853	GreyGibbon
12	Spectrogram 1	1	6931	6943	100	2000	1	S17_20180310_060002.wav_6931	GreyGibbon
13	Spectrogram 1	1	7033	7045	100	2000	1	S17_20180310_060002.wav_7033	GreyGibbon
14	Spectrogram 1	1	7099	7111	100	2000	0.63	S17_20180310_060002.wav_7099	GreyGibbon
