Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5563	5575	100	2000	1	S14_20180320_060002.wav_5563	GreyGibbon
2	Spectrogram 1	1	5617	5629	100	2000	1	S14_20180320_060002.wav_5617	GreyGibbon
3	Spectrogram 1	1	5677	5689	100	2000	1	S14_20180320_060002.wav_5677	GreyGibbon
4	Spectrogram 1	1	5743	5755	100	2000	1	S14_20180320_060002.wav_5743	GreyGibbon
5	Spectrogram 1	1	5815	5827	100	2000	1	S14_20180320_060002.wav_5815	GreyGibbon
6	Spectrogram 1	1	5899	5911	100	2000	1	S14_20180320_060002.wav_5899	GreyGibbon
7	Spectrogram 1	1	5983	5995	100	2000	1	S14_20180320_060002.wav_5983	GreyGibbon
1	Spectrogram 1	1	6091	6103	100	2000	1	S14_20180320_060002.wav_6091	GreyGibbon
2	Spectrogram 1	1	6157	6169	100	2000	1	S14_20180320_060002.wav_6157	GreyGibbon
3	Spectrogram 1	1	6289	6301	100	2000	1	S14_20180320_060002.wav_6289	GreyGibbon
4	Spectrogram 1	1	6325	6337	100	2000	1	S14_20180320_060002.wav_6325	GreyGibbon
5	Spectrogram 1	1	6361	6373	100	2000	0.95	S14_20180320_060002.wav_6361	GreyGibbon
6	Spectrogram 1	1	6397	6409	100	2000	1	S14_20180320_060002.wav_6397	GreyGibbon
7	Spectrogram 1	1	6457	6469	100	2000	1	S14_20180320_060002.wav_6457	GreyGibbon
8	Spectrogram 1	1	6505	6517	100	2000	1	S14_20180320_060002.wav_6505	GreyGibbon
9	Spectrogram 1	1	6535	6547	100	2000	1	S14_20180320_060002.wav_6535	GreyGibbon
10	Spectrogram 1	1	6601	6613	100	2000	1	S14_20180320_060002.wav_6601	GreyGibbon
11	Spectrogram 1	1	6685	6697	100	2000	0.9	S14_20180320_060002.wav_6685	GreyGibbon
12	Spectrogram 1	1	6775	6787	100	2000	0.58	S14_20180320_060002.wav_6775	GreyGibbon
