Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	5041	5053	100	2000	0.99	S19_20180312_060002.wav_5041	GreyGibbon
2	Spectrogram 1	1	5077	5089	100	2000	0.96	S19_20180312_060002.wav_5077	GreyGibbon
3	Spectrogram 1	1	5113	5125	100	2000	0.99	S19_20180312_060002.wav_5113	GreyGibbon
4	Spectrogram 1	1	5161	5173	100	2000	1	S19_20180312_060002.wav_5161	GreyGibbon
5	Spectrogram 1	1	5215	5227	100	2000	1	S19_20180312_060002.wav_5215	GreyGibbon
6	Spectrogram 1	1	5263	5275	100	2000	0.91	S19_20180312_060002.wav_5263	GreyGibbon
7	Spectrogram 1	1	5311	5323	100	2000	1	S19_20180312_060002.wav_5311	GreyGibbon
8	Spectrogram 1	1	5365	5377	100	2000	0.95	S19_20180312_060002.wav_5365	GreyGibbon
1	Spectrogram 1	1	5419	5431	100	2000	0.95	S19_20180312_060002.wav_5419	GreyGibbon
2	Spectrogram 1	1	5503	5515	100	2000	0.99	S19_20180312_060002.wav_5503	GreyGibbon
3	Spectrogram 1	1	5581	5593	100	2000	0.98	S19_20180312_060002.wav_5581	GreyGibbon
4	Spectrogram 1	1	5653	5665	100	2000	0.99	S19_20180312_060002.wav_5653	GreyGibbon
1	Spectrogram 1	1	6067	6079	100	2000	0.76	S19_20180312_060002.wav_6067	GreyGibbon
2	Spectrogram 1	1	6157	6169	100	2000	1	S19_20180312_060002.wav_6157	GreyGibbon
