Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	6415	6427	100	2000	1	S11_20180220_060002.wav_6415	GreyGibbon
2	Spectrogram 1	1	6457	6469	100	2000	0.75	S11_20180220_060002.wav_6457	GreyGibbon
3	Spectrogram 1	1	6505	6517	100	2000	0.99	S11_20180220_060002.wav_6505	GreyGibbon
4	Spectrogram 1	1	6553	6565	100	2000	0.97	S11_20180220_060002.wav_6553	GreyGibbon
5	Spectrogram 1	1	6607	6619	100	2000	1	S11_20180220_060002.wav_6607	GreyGibbon
6	Spectrogram 1	1	6655	6667	100	2000	1	S11_20180220_060002.wav_6655	GreyGibbon
7	Spectrogram 1	1	6703	6715	100	2000	1	S11_20180220_060002.wav_6703	GreyGibbon
8	Spectrogram 1	1	6751	6763	100	2000	1	S11_20180220_060002.wav_6751	GreyGibbon
9	Spectrogram 1	1	6799	6811	100	2000	1	S11_20180220_060002.wav_6799	GreyGibbon
10	Spectrogram 1	1	6853	6865	100	2000	1	S11_20180220_060002.wav_6853	GreyGibbon
11	Spectrogram 1	1	6913	6925	100	2000	0.97	S11_20180220_060002.wav_6913	GreyGibbon
12	Spectrogram 1	1	6991	7003	100	2000	1	S11_20180220_060002.wav_6991	GreyGibbon
13	Spectrogram 1	1	7051	7063	100	2000	1	S11_20180220_060002.wav_7051	GreyGibbon
14	Spectrogram 1	1	7105	7117	100	2000	1	S11_20180220_060002.wav_7105	GreyGibbon
