Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3769	3781	100	2000	0.56	S14_20180327_060002.wav_3769	GreyGibbon
1	Spectrogram 1	1	4915	4927	100	2000	1	S14_20180327_060002.wav_4915	GreyGibbon
2	Spectrogram 1	1	4939	4951	100	2000	0.71	S14_20180327_060002.wav_4939	GreyGibbon
3	Spectrogram 1	1	4975	4987	100	2000	0.92	S14_20180327_060002.wav_4975	GreyGibbon
4	Spectrogram 1	1	5041	5053	100	2000	1	S14_20180327_060002.wav_5041	GreyGibbon
5	Spectrogram 1	1	5113	5125	100	2000	1	S14_20180327_060002.wav_5113	GreyGibbon
6	Spectrogram 1	1	5233	5245	100	2000	1	S14_20180327_060002.wav_5233	GreyGibbon
7	Spectrogram 1	1	5365	5377	100	2000	1	S14_20180327_060002.wav_5365	GreyGibbon
1	Spectrogram 1	1	5443	5455	100	2000	1	S14_20180327_060002.wav_5443	GreyGibbon
2	Spectrogram 1	1	5551	5563	100	2000	0.99	S14_20180327_060002.wav_5551	GreyGibbon
3	Spectrogram 1	1	5647	5659	100	2000	1	S14_20180327_060002.wav_5647	GreyGibbon
4	Spectrogram 1	1	5737	5749	100	2000	1	S14_20180327_060002.wav_5737	GreyGibbon
5	Spectrogram 1	1	5815	5827	100	2000	1	S14_20180327_060002.wav_5815	GreyGibbon
6	Spectrogram 1	1	5905	5917	100	2000	1	S14_20180327_060002.wav_5905	GreyGibbon
