Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1159	1171	100	2000	0.78	S19_20180318_060002.wav_1159	GreyGibbon
1	Spectrogram 1	1	1855	1867	100	2000	0.99	S19_20180318_060002.wav_1855	GreyGibbon
2	Spectrogram 1	1	1921	1933	100	2000	0.99	S19_20180318_060002.wav_1921	GreyGibbon
1	Spectrogram 1	1	5641	5653	100	2000	1	S19_20180318_060002.wav_5641	GreyGibbon
2	Spectrogram 1	1	5683	5695	100	2000	0.99	S19_20180318_060002.wav_5683	GreyGibbon
3	Spectrogram 1	1	5743	5755	100	2000	0.92	S19_20180318_060002.wav_5743	GreyGibbon
4	Spectrogram 1	1	5791	5803	100	2000	0.79	S19_20180318_060002.wav_5791	GreyGibbon
5	Spectrogram 1	1	5845	5857	100	2000	0.53	S19_20180318_060002.wav_5845	GreyGibbon
6	Spectrogram 1	1	5917	5929	100	2000	0.99	S19_20180318_060002.wav_5917	GreyGibbon
7	Spectrogram 1	1	5965	5977	100	2000	0.84	S19_20180318_060002.wav_5965	GreyGibbon
1	Spectrogram 1	1	6031	6043	100	2000	0.97	S19_20180318_060002.wav_6031	GreyGibbon
2	Spectrogram 1	1	6079	6091	100	2000	0.89	S19_20180318_060002.wav_6079	GreyGibbon
3	Spectrogram 1	1	6205	6217	100	2000	0.99	S19_20180318_060002.wav_6205	GreyGibbon
