Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3583	3595	100	2000	1	S14_20180417_060002.wav_3583	GreyGibbon
1	Spectrogram 1	1	3667	3679	100	2000	0.99	S14_20180417_060002.wav_3667	GreyGibbon
2	Spectrogram 1	1	3913	3925	100	2000	1	S14_20180417_060002.wav_3913	GreyGibbon
3	Spectrogram 1	1	4009	4021	100	2000	1	S14_20180417_060002.wav_4009	GreyGibbon
1	Spectrogram 1	1	5731	5743	100	2000	1	S14_20180417_060002.wav_5731	GreyGibbon
2	Spectrogram 1	1	5767	5779	100	2000	1	S14_20180417_060002.wav_5767	GreyGibbon
3	Spectrogram 1	1	5809	5821	100	2000	1	S14_20180417_060002.wav_5809	GreyGibbon
4	Spectrogram 1	1	5857	5869	100	2000	1	S14_20180417_060002.wav_5857	GreyGibbon
5	Spectrogram 1	1	5923	5935	100	2000	0.98	S14_20180417_060002.wav_5923	GreyGibbon
6	Spectrogram 1	1	5971	5983	100	2000	1	S14_20180417_060002.wav_5971	GreyGibbon
1	Spectrogram 1	1	6031	6043	100	2000	1	S14_20180417_060002.wav_6031	GreyGibbon
2	Spectrogram 1	1	6079	6091	100	2000	1	S14_20180417_060002.wav_6079	GreyGibbon
3	Spectrogram 1	1	6139	6151	100	2000	1	S14_20180417_060002.wav_6139	GreyGibbon
4	Spectrogram 1	1	6199	6211	100	2000	1	S14_20180417_060002.wav_6199	GreyGibbon
5	Spectrogram 1	1	6259	6271	100	2000	1	S14_20180417_060002.wav_6259	GreyGibbon
6	Spectrogram 1	1	6319	6331	100	2000	1	S14_20180417_060002.wav_6319	GreyGibbon
7	Spectrogram 1	1	6379	6391	100	2000	1	S14_20180417_060002.wav_6379	GreyGibbon
8	Spectrogram 1	1	6463	6475	100	2000	1	S14_20180417_060002.wav_6463	GreyGibbon
9	Spectrogram 1	1	6541	6553	100	2000	1	S14_20180417_060002.wav_6541	GreyGibbon
10	Spectrogram 1	1	6565	6577	100	2000	0.54	S14_20180417_060002.wav_6565	GreyGibbon
11	Spectrogram 1	1	6607	6619	100	2000	1	S14_20180417_060002.wav_6607	GreyGibbon
