Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	1927	1939	100	2000	0.94	S14_20180318_060002.wav_1927	GreyGibbon
2	Spectrogram 1	1	1957	1969	100	2000	0.57	S14_20180318_060002.wav_1957	GreyGibbon
3	Spectrogram 1	1	2059	2071	100	2000	1	S14_20180318_060002.wav_2059	GreyGibbon
1	Spectrogram 1	1	2857	2869	100	2000	0.92	S14_20180318_060002.wav_2857	GreyGibbon
1	Spectrogram 1	1	3079	3091	100	2000	0.89	S14_20180318_060002.wav_3079	GreyGibbon
1	Spectrogram 1	1	5611	5623	100	2000	1	S14_20180318_060002.wav_5611	GreyGibbon
2	Spectrogram 1	1	5647	5659	100	2000	1	S14_20180318_060002.wav_5647	GreyGibbon
3	Spectrogram 1	1	5689	5701	100	2000	1	S14_20180318_060002.wav_5689	GreyGibbon
4	Spectrogram 1	1	5749	5761	100	2000	0.98	S14_20180318_060002.wav_5749	GreyGibbon
5	Spectrogram 1	1	5797	5809	100	2000	1	S14_20180318_060002.wav_5797	GreyGibbon
6	Spectrogram 1	1	5857	5869	100	2000	0.97	S14_20180318_060002.wav_5857	GreyGibbon
7	Spectrogram 1	1	5923	5935	100	2000	0.83	S14_20180318_060002.wav_5923	GreyGibbon
8	Spectrogram 1	1	5977	5989	100	2000	0.93	S14_20180318_060002.wav_5977	GreyGibbon
1	Spectrogram 1	1	6037	6049	100	2000	1	S14_20180318_060002.wav_6037	GreyGibbon
2	Spectrogram 1	1	6091	6103	100	2000	1	S14_20180318_060002.wav_6091	GreyGibbon
3	Spectrogram 1	1	6175	6187	100	2000	1	S14_20180318_060002.wav_6175	GreyGibbon
