Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4453	4465	100	2000	0.99	S19_20180626_060002.wav_4453	GreyGibbon
2	Spectrogram 1	1	4489	4501	100	2000	0.97	S19_20180626_060002.wav_4489	GreyGibbon
3	Spectrogram 1	1	4549	4561	100	2000	0.93	S19_20180626_060002.wav_4549	GreyGibbon
4	Spectrogram 1	1	4603	4615	100	2000	1	S19_20180626_060002.wav_4603	GreyGibbon
5	Spectrogram 1	1	4657	4669	100	2000	1	S19_20180626_060002.wav_4657	GreyGibbon
6	Spectrogram 1	1	4741	4753	100	2000	1	S19_20180626_060002.wav_4741	GreyGibbon
1	Spectrogram 1	1	4825	4837	100	2000	0.99	S19_20180626_060002.wav_4825	GreyGibbon
2	Spectrogram 1	1	4891	4903	100	2000	1	S19_20180626_060002.wav_4891	GreyGibbon
3	Spectrogram 1	1	4975	4987	100	2000	0.99	S19_20180626_060002.wav_4975	GreyGibbon
4	Spectrogram 1	1	5047	5059	100	2000	1	S19_20180626_060002.wav_5047	GreyGibbon
5	Spectrogram 1	1	5113	5125	100	2000	0.98	S19_20180626_060002.wav_5113	GreyGibbon
