Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	3457	3469	100	2000	1	S11_20180319_060002.wav_3457	GreyGibbon
2	Spectrogram 1	1	3511	3523	100	2000	1	S11_20180319_060002.wav_3511	GreyGibbon
3	Spectrogram 1	1	3571	3583	100	2000	1	S11_20180319_060002.wav_3571	GreyGibbon
1	Spectrogram 1	1	3631	3643	100	2000	1	S11_20180319_060002.wav_3631	GreyGibbon
2	Spectrogram 1	1	3703	3715	100	2000	1	S11_20180319_060002.wav_3703	GreyGibbon
3	Spectrogram 1	1	3763	3775	100	2000	1	S11_20180319_060002.wav_3763	GreyGibbon
4	Spectrogram 1	1	3829	3841	100	2000	1	S11_20180319_060002.wav_3829	GreyGibbon
5	Spectrogram 1	1	3907	3919	100	2000	1	S11_20180319_060002.wav_3907	GreyGibbon
6	Spectrogram 1	1	4033	4045	100	2000	0.98	S11_20180319_060002.wav_4033	GreyGibbon
7	Spectrogram 1	1	4117	4129	100	2000	1	S11_20180319_060002.wav_4117	GreyGibbon
1	Spectrogram 1	1	4219	4231	100	2000	1	S11_20180319_060002.wav_4219	GreyGibbon
2	Spectrogram 1	1	4357	4369	100	2000	0.98	S11_20180319_060002.wav_4357	GreyGibbon
1	Spectrogram 1	1	5485	5497	100	2000	0.99	S11_20180319_060002.wav_5485	GreyGibbon
2	Spectrogram 1	1	5569	5581	100	2000	0.98	S11_20180319_060002.wav_5569	GreyGibbon
