Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Probability	Detections	Class
1	Spectrogram 1	1	4891	4903	100	2000	0.7	S20_20180305_060002.wav_4891	GreyGibbon
2	Spectrogram 1	1	4999	5011	100	2000	0.98	S20_20180305_060002.wav_4999	GreyGibbon
3	Spectrogram 1	1	5137	5149	100	2000	0.99	S20_20180305_060002.wav_5137	GreyGibbon
4	Spectrogram 1	1	5167	5179	100	2000	0.99	S20_20180305_060002.wav_5167	GreyGibbon
5	Spectrogram 1	1	5197	5209	100	2000	1	S20_20180305_060002.wav_5197	GreyGibbon
6	Spectrogram 1	1	5233	5245	100	2000	0.99	S20_20180305_060002.wav_5233	GreyGibbon
1	Spectrogram 1	1	5443	5455	100	2000	0.94	S20_20180305_060002.wav_5443	GreyGibbon
2	Spectrogram 1	1	5545	5557	100	2000	0.52	S20_20180305_060002.wav_5545	GreyGibbon
3	Spectrogram 1	1	5605	5617	100	2000	0.98	S20_20180305_060002.wav_5605	GreyGibbon
4	Spectrogram 1	1	5653	5665	100	2000	0.98	S20_20180305_060002.wav_5653	GreyGibbon
5	Spectrogram 1	1	5671	5683	100	2000	0.91	S20_20180305_060002.wav_5671	GreyGibbon
6	Spectrogram 1	1	5773	5785	100	2000	1	S20_20180305_060002.wav_5773	GreyGibbon
7	Spectrogram 1	1	5947	5959	100	2000	0.92	S20_20180305_060002.wav_5947	GreyGibbon
8	Spectrogram 1	1	6001	6013	100	2000	0.55	S20_20180305_060002.wav_6001	GreyGibbon
1	Spectrogram 1	1	6007	6019	100	2000	0.98	S20_20180305_060002.wav_6007	GreyGibbon
